url_length,num_special_chars,num_dots,has_ip_address,has_at_symbol,domain_age_days,is_https,has_subdomain,num_urgency_words,num_spelling_errors,has_money_terms,num_links,sender_reputation_score,has_spf_record,has_dkim,has_attachment,attachment_suspicious,email_length,Label
63,6,1,0,0,3470,1,1,1,1,0,3,0.9850962344227379,0,1,0,0,218,0
44,11,1,0,0,4990,1,1,1,0,0,1,0.9035727794458726,1,1,0,0,299,0
164,16,13,1,0,179,0,1,4,7,1,13,0.22983495292710665,0,0,1,1,777,1
32,2,1,0,0,2428,1,0,1,1,0,3,0.6398655688307103,1,1,1,0,430,0
185,36,7,0,0,10,1,1,6,7,1,14,0.23525042618714195,0,0,1,0,463,1
101,43,13,0,1,169,0,1,5,5,1,11,0.01858016508799909,0,0,0,1,415,1
43,11,2,0,0,4264,1,1,2,0,0,3,0.8629976237025003,1,1,0,0,505,0
68,7,1,0,0,566,1,0,2,1,0,0,0.8117931529517576,1,1,0,0,529,0
66,5,3,0,0,2114,1,1,2,1,0,2,0.7541684398919515,1,1,0,0,895,0
100,32,6,1,1,31,1,1,8,2,0,8,0.29966465564051326,0,0,1,0,409,1
230,27,5,1,1,133,1,1,8,2,1,13,0.29296554592506746,1,0,1,1,773,1
244,24,14,1,0,109,0,1,6,7,1,10,0.24725129618315833,0,0,1,1,217,1
73,3,1,0,0,425,1,0,1,0,0,1,0.7460205110167222,1,0,1,0,788,0
37,11,3,0,0,1637,1,0,0,1,0,2,0.6225933696013928,1,1,0,0,327,0
141,22,5,1,1,81,0,1,10,5,1,11,0.07115191818425144,1,0,0,1,300,1
235,35,10,1,1,146,0,1,6,2,1,4,0.028040592106976805,1,0,1,1,408,1
178,19,5,0,1,170,0,1,11,2,1,6,0.3502740510344424,0,0,0,1,489,1
87,32,9,0,1,95,0,1,4,2,1,12,0.14971870685591707,0,0,1,1,687,1
188,16,9,1,1,114,0,1,11,2,1,5,0.37934782111556764,0,0,1,1,116,1
69,8,2,0,0,4927,1,1,2,1,1,0,0.7783006483277815,1,1,0,0,348,0
73,6,3,0,0,521,1,1,0,1,0,4,0.9667226312299105,1,1,1,0,1190,0
150,44,13,1,1,118,0,1,5,7,1,8,0.33752514546332246,0,0,0,1,678,1
63,4,2,0,0,4843,1,1,2,0,0,0,0.9292382321182535,1,1,1,0,332,0
152,41,6,1,0,29,1,1,9,3,1,10,0.11854304540531535,1,1,1,0,797,1
154,31,12,1,1,111,0,1,4,7,1,8,0.17936965719449893,1,0,0,1,603,1
147,43,14,1,1,29,0,1,3,6,1,4,0.2666926119430359,0,0,0,0,186,1
67,7,1,0,0,2338,1,0,1,0,0,3,0.6057107926743329,1,1,0,0,576,0
227,39,6,0,1,165,0,1,3,2,1,4,0.23337048605763644,0,1,1,0,733,1
211,44,10,1,1,35,1,1,9,6,0,12,0.39509981563967544,0,0,1,1,118,1
167,32,12,0,0,120,0,1,11,2,0,11,0.337084760864222,0,1,1,1,276,1
32,3,2,0,0,873,1,0,1,0,0,4,0.9844415499882146,1,1,0,0,436,0
28,7,3,0,0,690,1,1,2,0,0,3,0.9218948259067762,1,1,1,0,1100,0
69,9,1,0,0,2707,1,0,0,1,0,2,0.9605599764916932,1,1,1,0,759,0
65,11,2,0,0,1323,1,1,2,1,0,3,0.8226495672959744,1,1,1,0,1297,0
108,21,8,0,1,45,1,1,9,7,0,9,0.22280272252525146,1,1,0,1,328,1
51,7,2,0,0,699,1,0,0,0,0,2,0.6042429693481277,1,1,0,0,938,0
67,11,2,0,0,861,1,1,1,1,1,4,0.7382921008771992,1,0,1,0,454,0
29,6,1,0,0,2767,1,0,2,0,0,2,0.8564477860207917,1,1,0,0,1494,0
96,31,10,0,0,80,0,1,5,7,0,10,0.3233622955574764,1,0,1,1,774,1
71,10,3,0,0,2433,1,0,0,1,1,3,0.7454232621393191,1,1,1,0,1197,0
37,3,2,0,0,2713,1,1,1,1,1,0,0.7360900966089567,1,1,1,0,500,0
46,7,2,0,0,737,1,1,0,1,0,3,0.6967710912476947,1,0,1,0,985,0
51,10,2,0,0,975,1,0,2,0,1,4,0.7770037925316916,1,1,0,0,669,0
225,31,7,1,0,77,1,1,9,5,1,5,0.2824772731853435,0,0,1,1,435,1
50,5,3,0,0,4109,1,0,2,1,0,2,0.6855691481998871,1,1,1,0,1408,0
36,9,2,0,0,2720,1,1,1,1,0,3,0.7427554649121605,1,1,0,0,1292,0
235,33,11,1,0,68,1,1,9,7,1,9,0.22779295525463672,1,0,0,1,736,1
72,6,3,0,0,838,0,0,0,0,0,4,0.9331100124909396,1,1,0,0,1058,0
25,3,3,0,0,1323,1,1,2,1,0,3,0.6211026459328363,1,1,1,0,261,0
216,16,9,0,1,85,1,0,10,4,1,3,0.19391134686013847,0,1,1,1,300,1
219,37,7,1,0,28,0,1,11,7,1,6,0.26696621221353245,0,1,1,1,532,1
48,4,2,0,1,2500,1,0,0,1,0,4,0.8421374511776922,0,0,1,0,1212,0
78,6,2,0,0,4217,1,1,2,0,0,1,0.73859802527073,1,1,0,0,1174,0
21,3,1,0,0,4230,1,1,1,1,0,4,0.6770119661752558,1,1,0,0,380,0
127,24,8,1,1,58,0,1,10,7,0,14,0.17044849518089233,1,1,0,0,619,1
148,36,11,0,1,178,1,0,7,2,1,6,0.07013210795573542,0,1,1,1,353,1
171,31,6,1,0,41,0,1,3,4,1,9,0.33317495692746446,1,1,1,1,507,1
125,38,6,1,0,102,0,1,11,4,1,12,0.30147220621719617,1,1,0,1,766,1
193,36,10,1,1,41,1,1,4,2,1,10,0.21143124388887885,1,1,0,1,587,1
164,37,11,1,0,118,0,0,8,6,1,12,0.11334562755644728,1,0,0,1,222,1
31,3,3,0,0,3698,1,0,2,1,0,0,0.9553405508190167,1,1,0,0,1108,0
95,37,7,1,0,71,0,1,7,4,0,14,0.24851697961984406,0,1,1,0,158,1
221,43,8,1,1,76,1,1,3,3,1,8,0.22910900389484362,0,1,1,1,301,1
28,7,1,0,0,1087,1,0,0,1,0,3,0.66594269637862,1,1,0,0,528,0
220,37,7,1,0,79,1,0,4,2,0,9,0.250925654804105,0,1,1,1,504,1
107,22,12,1,0,119,1,1,0,2,0,4,0.5018950262523393,0,0,1,1,516,1
241,21,8,0,1,136,1,1,5,4,1,14,0.2760492470728032,1,0,1,0,249,1
28,4,3,0,0,574,1,0,1,1,0,2,0.6983591734105924,1,1,1,0,1263,0
157,43,14,1,1,156,0,1,9,4,1,4,0.3696291955382733,1,0,1,1,109,1
40,6,1,0,0,4465,1,1,0,1,1,1,0.898201234141109,1,1,0,0,243,0
96,16,10,0,1,73,0,1,11,3,0,5,0.26038938686038166,0,0,1,1,749,1
64,3,2,0,0,4367,1,0,1,1,0,4,0.7294437877736283,1,1,1,0,535,0
29,2,1,0,0,3428,1,0,2,0,1,0,0.6720984149244572,0,1,0,0,1121,0
179,42,11,1,0,163,0,1,7,2,1,4,0.18915678625327287,0,0,0,0,554,1
104,33,9,1,0,154,0,1,5,3,0,9,0.2985679320039396,0,1,0,1,746,1
139,43,12,1,1,69,1,1,4,4,1,3,0.30938925027464026,0,1,1,0,729,1
127,27,12,1,1,26,0,1,6,4,1,13,0.21630300075494258,1,0,1,1,724,1
180,33,14,0,0,142,0,1,5,3,1,6,0.36740864110820715,0,0,1,0,200,1
245,17,5,1,1,148,1,1,6,7,0,7,0.3259758914162157,1,1,0,0,439,1
238,25,8,1,1,126,0,0,5,2,1,7,0.2826570086995736,1,0,0,1,435,1
135,33,9,0,0,131,1,1,5,3,1,7,0.0007519534099642566,0,0,0,0,119,1
52,9,2,0,0,644,1,1,2,1,1,4,0.7601422377079834,1,1,1,0,625,0
142,33,14,0,0,116,0,1,7,2,0,3,0.17694089189244178,0,0,0,1,371,1
25,6,3,0,0,1872,1,1,2,0,0,2,0.9562982367398886,1,1,0,0,390,0
119,39,9,1,0,123,0,1,7,3,1,7,0.08807328077992455,0,0,1,1,323,1
161,27,7,1,1,133,0,1,11,6,0,13,0.2779804355609847,0,1,1,1,352,1
232,36,7,0,0,34,1,1,6,6,1,10,0.39432212834008235,0,0,1,1,605,1
55,3,2,0,0,2204,1,1,2,1,0,2,0.6949256643579006,1,1,0,0,444,0
224,33,7,0,0,74,1,1,9,3,1,11,0.38310666327048903,0,0,0,1,243,1
87,20,12,1,1,124,0,0,4,5,1,3,0.3981921962817028,0,0,1,0,552,1
